folder;file_name;number_of_words;pct_pol_neg;pct_pol_pos;pct_pol_neu;pct_pol_missing
ciclo_3;8998-Santo Antônio de Jesus-BA.pdf;45543;0.015062559095806673;0.03230204279086131;0.006420828110913211;0.9476658530685842
ciclo_3;9024-Ulianópolis-PA.pdf;17432;0.018944830357655432;0.022159710660772707;0.0038463746483724665;0.9557953958321372
ciclo_3;9010-Aldeias Altas-MA.pdf;59605;0.02276277991499655;0.024140306079594134;0.012968904866699143;0.9414383389050347
ciclo_3;9034-Paraíba do Sul-RJ.pdf;15486;0.0143420117578655;0.029007041798565787;0.004393048646553393;0.952710123392984
ciclo_3;9045-Governador Celso Ramos-SC.pdf;5177;0.011985308331722401;0.025130485211676008;0.0034796056446936012;0.9601778465107287
ciclo_3;9016-Pirajuba-MG.pdf;13512;0.0176741422842715;0.026808257834546274;0.009059854448240015;0.9498737561265409
ciclo_3;9018-Naviraí-MS.pdf;40637;0.014626445995609604;0.029104900969341197;0.006782921836075277;0.9518042572083961
ciclo_3;9015-Nova Lima-MG.pdf;22943;0.012481997119539127;0.024222057347357395;0.006284641906341377;0.9583206040239165
ciclo_3;9014-Fronteira-MG.pdf;9080;0.015764524308235037;0.022819975746885678;0.0054018300077169;0.9570058427957228
ciclo_3;9019-Paranhos-MS.pdf;28350;0.013242460625750409;0.024754573063069427;0.005720742990324176;0.9574122466275865
ciclo_3;9033-São José dos Pinhais-PR.pdf;45624;0.01606425702811245;0.03563982706783418;0.007768780038185529;0.9417780411262536
ciclo_3;9025-Pedras de Fogo-PB.pdf;38710;0.014631750381304447;0.031279890391127885;0.005635550500219735;0.9491507897526045
ciclo_3;9013-Florestal-MG.pdf;18035;0.016150516150516155;0.030636030636030636;0.006327006327006328;0.9478299478299478
ciclo_3;9002-Paramoti-CE.pdf;11670;0.013637533236126596;0.026331589330131237;0.0058324041512994255;0.9551419504245647
ciclo_3;9021-RESERVA DO CABAÇAL-MT.pdf;30454;0.014328436688685137;0.025009037431397683;0.00502809819580006;0.9564560123566336
ciclo_3;9006-Abadiânia-GO.pdf;31389;0.016281445536968454;0.02461371472353467;0.007342612693142639;0.9538373132422424
ciclo_3;9048-Barra dos Coqueiros-SE.pdf;9586;0.014830287206266318;0.02600522193211488;0.007310704960835509;0.9530026109660574
ciclo_3;8997-Nilo Peçanha-BA.pdf;22840;0.014996711247533434;0.03073887305415479;0.007147555360666521;0.9486516114887085
ciclo_3;9029-Ilha de Itamaracá-PE.pdf;37716;0.014648515245601465;0.02828861820980283;0.005466656051800546;0.9524719369476953
ciclo_3;9037-Poço Branco-RN.pdf;37426;0.016805373437876314;0.02571650298375659;0.007626642404131767;0.9513768096550616
ciclo_3;9044-Putinga-RS.pdf;12146;0.011626948132266841;0.03133503751958439;0.0048651768780407344;0.9537395893460872
ciclo_3;9028-Belém de Maria-PE.pdf;40084;0.009511921108475842;0.02539008862813631;0.0061665210335788275;0.95965547372363
ciclo_3;9052-Guararema-SP.pdf;7458;0.008459782462736673;0.0268564522626561;0.004699879145964817;0.9614609910030885
ciclo_3;9047-Navegantes-SC.pdf;6405;0.014082303238929745;0.023939915506180565;0.007667031763417305;0.9565013299953059
ciclo_3;9023-Santa Luzia do Pará-PA.pdf;11319;0.011583694402688123;0.03731541250331593;0.006101335219736492;0.9458838093553807
ciclo_3;9009-Valparaíso de Goiás-GO.pdf;22731;0.014632641368063819;0.02970602494600908;0.008241879324782937;0.9492705716426463
ciclo_3;8996-Madre de Deus-BA.pdf;7414;0.011744060475161988;0.028347732181425483;0.004049676025917926;0.9566684665226781
ciclo_3;9046-Ibicaré-SC.pdf;3050;0.012483574244415242;0.028909329829172138;0.006570302233902759;0.9540078843626807
ciclo_3;9026-Sobrado-PB.pdf;61093;0.013950819672131149;0.025934426229508197;0.006491803278688524;0.9551475409836065
ciclo_3;9012-Humberto de Campos-MA.pdf;40702;0.020872304814413704;0.028576351284828192;0.00817170424337895;0.9442010436152406
ciclo_3;8994-Macapá-AP.pdf;25614;0.011292591434823383;0.022936855267271024;0.00722882150672085;0.9594013754298218
ciclo_3;9050-Porto da Folha-SE.pdf;35122;0.018444083354713647;0.024459078080903102;0.006043501810199834;0.9522791413666296
ciclo_3;9031-Adrianópolis-PR.pdf;17001;0.017845573944284116;0.026444431356381422;0.0048294952588491665;0.9521762176806643
ciclo_3;9035-São Gonçalo-RJ.pdf;23128;0.013770406616723685;0.025159139133070624;0.005282986186290218;0.9573030788550643
ciclo_3;9008-Monte Alegre de Goiás-GO.pdf;19755;0.01895686552790308;0.03086826499062294;0.0064879111967154944;0.9450048152465913
ciclo_3;9043-Pinhal da Serra-RS.pdf;10845;0.01623616236162361;0.024169741697416976;0.0019372693726937272;0.9581180811808118
ciclo_3;9049-Maruim-SE.pdf;26165;0.015992654091900368;0.024027241075869454;0.006504189463213069;0.9545471936335463
ciclo_3;9040-Encantado-RS.pdf;36981;0.012208111429741911;0.033729345896490515;0.013846784104875054;0.9502116618872047
ciclo_3;9056-Santa Maria do Tocantins-TO.pdf;8489;0.01391345360216956;0.030656762174271896;0.005188067444876782;0.9511850017686594
ciclo_3;9039-Normandia-RR.pdf;23678;0.013696313831586067;0.027730808251606363;0.0063831586066959755;0.9531197159283057
ciclo_3;9032-Rio Negro-PR.pdf;25651;0.014253914945132194;0.031085250126918425;0.005350099582145508;0.9510290155035732
ciclo_3;8991-Plácido de Castro-AC.pdf;18372;0.014057647251130607;0.04004794856426742;0.0033781943006592923;0.9435514629760802
ciclo_3;9000-Canindé-CE.pdf;22029;0.01768825027282648;0.028965078210258278;0.00663877773735904;0.9483903237540924
ciclo_3;9041-Glorinha-RS.pdf;4920;0.013018714401952805;0.02583401139137511;0.0028478437754271765;0.9591131000813671
ciclo_3;9055-São Paulo-SP.pdf;30106;0.012638861172088074;0.03488990886715892;0.009379365396128518;0.9444222710037915
ciclo_3;9007-Iaciara-GO.pdf;12242;0.01431609947643979;0.02495091623036649;0.004908376963350785;0.9572971204188482
ciclo_3;9038-Alto Paraíso-RO.pdf;23641;0.016410125938175812;0.027519823601747012;0.011576135351736417;0.9469533138277574
ciclo_3;9057-Campina Grande-PB.pdf;60594;0.013484260100801452;0.026340576716516566;0.006990002478724283;0.954490622159795
ciclo_3;9027-Abreu e Lima-PE.pdf;29469;0.01119199891141652;0.03303170499387671;0.007858212001632874;0.950401415158525
ciclo_3;9051-Barueri-SP.pdf;36483;0.012600889474551145;0.02292318673474991;0.008784933838467032;0.957255806292209
ciclo_3;9001-Ibaretama-CE.pdf;8197;0.016117216117216115;0.027838827838827834;0.003418803418803419;0.9534798534798535
ciclo_3;9022-Marituba-PA.pdf;21918;0.012336653568491274;0.03006488165950836;0.005482957141551676;0.9535776295348624
ciclo_3;9020-Indiavaí-MT.pdf;37148;0.016239546803345023;0.031939573779336386;0.006366333962773132;0.9475586727812247
ciclo_3;9054-São Bernardo do Campo-SP.pdf;20463;0.010666405714844894;0.032782072609844407;0.006556414521968881;0.9512183188178884
ciclo_3;8993-Matriz de Camaragibe-AL.pdf;31248;0.014933982822715037;0.02865017305473657;0.0063132931675426215;0.9515126265863352
ciclo_3;9005-Serra-ES.pdf;30043;0.018769169222563005;0.025436724896652885;0.007267635684757967;0.9500933457794374
ciclo_3;9011-Altamira do Maranhão-MA.pdf;58296;0.020699488095647093;0.025354725667365238;0.007644209296732744;0.947710172810664
ciclo_3;8992-Maragogi-AL.pdf;41354;0.017027976262565095;0.029017803076177788;0.006321908683541239;0.9493036211699163
ciclo_3;8995-Ilhéus-BA.pdf;41040;0.016513000634177273;0.02778184301673252;0.007146690082443044;0.9495829064832431
ciclo_3;9004-Rio Bananal-ES.pdf;15561;0.010033444816053512;0.034023668639053255;0.004823771546179575;0.9519552354000514
ciclo_3;9017-Vespasiano-MG.pdf;31043;0.014584408879710895;0.028136293236964375;0.008647392875580796;0.9502774909654105
ciclo_3;9036-Jardim de Angicos-RN.pdf;76538;0.014529589791292727;0.027591808927378253;0.009354487926945904;0.9512885348566039
ciclo_3;9053-Praia Grande-SP.pdf;11435;0.011469094729469446;0.030642619506216082;0.006478725267028543;0.9525477149360883
ciclo_3;9030-Brasileira-PI.pdf;24417;0.017512201123733747;0.021859492269203952;0.007300168149940532;0.9547225525981216
ciclo_3;8999-Teolândia-BA.pdf;29162;0.019731188340036437;0.027946787666288546;0.008937472070399783;0.945825169296346
ciclo_3;9003-Redenção-CE.pdf;5407;0.013131126317736266;0.029221379692990566;0.002774181616423155;0.9548733123728501
ciclo_3;9042-Minas do Leão-RS.pdf;5253;0.011426394972386216;0.02494762902304323;0.0038087983241287373;0.9601980575128547
ciclo_4;10084-Palmeira dos Índios-AL.pdf;36749;0.01522372613633269;0.029004057844712543;0.007135270568370597;0.9494539611645199
ciclo_4;10243-Januária-MG.pdf;17877;0.01584901433691756;0.021953405017921146;0.008848566308243728;0.9545250896057348
ciclo_4;10408-Regeneração-PI.pdf;50562;0.018446601941747572;0.029066772340003964;0.007152764018228651;0.9471567267683773
ciclo_4;10320-Bagé-RS.pdf;30236;0.01620278330019881;0.025745526838966203;0.006030483764082175;0.9538767395626243
ciclo_4;10644-Casa Nova-BA.pdf;45862;0.01394587516368398;0.024989087734613703;0.007027498908773461;0.9549541684853776
ciclo_4;10640-Serrinha-BA.pdf;60478;0.018180011921319295;0.02839592025961984;0.007070004636068614;0.9477117689913239
ciclo_4;10440-Mazagão-AP.pdf;43519;0.013692955607207787;0.024394173014521438;0.00616758336593561;0.9572641704830507
ciclo_4;10359-Rorainópolis-RR.pdf;24331;0.013827160493827163;0.02646090534979424;0.008847736625514406;0.9521399176954732
ciclo_4;10323-São Borja-RS.pdf;13469;0.01315887294624935;0.028399375511114412;0.007137015835253885;0.9526429261764926
ciclo_4;10374-Jataí-GO.pdf;51410;0.013757624179121929;0.0247091607069782;0.0060603698579418126;0.9572851101974005
ciclo_4;10379-São Domingos-SC.pdf;36466;0.013041210224308816;0.03151854597369794;0.007907091672844084;0.9487137248441917
ciclo_4;10407-Oeiras-PI.pdf;50172;0.018073973478191403;0.025742930180540025;0.00718964690845183;0.9509905735740533
ciclo_4;10291-Criciúma-SC.pdf;15409;0.010007147962830592;0.02703229579569822;0.008382610955877577;0.955877574891156
ciclo_4;10383-Caldas Novas-GO.pdf;29277;0.014231466593684789;0.021141938353118263;0.008005199958947693;0.9581950668810508
ciclo_4;10311-Manhuaçu-MG.pdf;26903;0.014373487246322848;0.02472537702476262;0.008676224166821823;0.9540122882144851
ciclo_4;10289-Estância-SE.pdf;55924;0.019206673110657643;0.02507786489098915;0.005584792181290946;0.9511688683635842
ciclo_4;10403-Tobias Barreto-SE.pdf;26741;0.015798734603721314;0.026281307326569577;0.006252105873984502;0.9527909849874584
ciclo_4;10333-Princesa Isabel-PB.pdf;37410;0.015119079475515117;0.022665239496922663;0.00586031576130586;0.9574257425742574
ciclo_4;10309-Sete Lagoas-MG.pdf;33359;0.013768224860964979;0.02444010220952953;0.008597625131519614;0.9560198406733805
ciclo_4;10436-Cosmópolis-SP.pdf;14335;0.011519128734990223;0.023736386484222296;0.005305780508237923;0.9602066461882157
ciclo_4;10453-Imperatriz-MA.pdf;34759;0.020341131727555608;0.02783220006914832;0.007635127348161808;0.945660942722139
ciclo_4;10346-São Bento-PB.pdf;49304;0.01543617345384381;0.030181781253173556;0.006702548999695339;0.9490809383568599
ciclo_4;10327-Cruzeiro do Sul-AC.pdf;17047;0.02061916230981614;0.023615108970216764;0.007812958937907536;0.9493626270340128
ciclo_4;10356-Lages-SC.pdf;49142;0.01577274209325073;0.02630828170850994;0.008783012716009127;0.9505624388653408
ciclo_4;10541-Serra Talhada-PE.pdf;76362;0.013716054077444566;0.026225724813469534;0.008602037738818007;0.9527805824733481
ciclo_4;10089-Hortolândia-SP.pdf;25847;0.010885144295951967;0.028820453224869258;0.007088901801278325;0.9544450900639163
ciclo_4;10237-Guarapuava-PR.pdf;5231;0.017597551644988524;0.041507268553940324;0.00956388676358072;0.9319051262433053
ciclo_4;10416-Crateús-CE.pdf;1646;0.010935601458080193;0.022478736330498184;0.0018226002430133657;0.9647630619684084
ciclo_4;10321-Uruguaiana-RS.pdf;18067;0.012248517430582495;0.02288976334312475;0.005431469267860111;0.9607604056975003
ciclo_4;10009-Cianorte-PR.pdf;11192;0.015215251051642356;0.030251499149735968;0.009397655061308512;0.9468361227960261
ciclo_4;10335-Colatina-ES.pdf;25873;0.010759346698660889;0.025350259307995972;0.006347240498490596;0.9588977475036767
ciclo_4;10331-Nova Venécia-ES.pdf;36675;0.010459908236836358;0.02438824557570461;0.005844439589250601;0.9609187240550577
ciclo_4;10402-Itabaiana-SE.pdf;113873;0.013412724937993632;0.02416049534732361;0.0074495593590036754;0.956516385512498
ciclo_4;10332-Petrolina-PE.pdf;107583;0.012005886516895792;0.027970269364032636;0.008783204798628964;0.9532804291941432
ciclo_4;10279-Içara-SC.pdf;29983;0.01298701298701299;0.024271358461589822;0.008212866824692019;0.9555303308516677
ciclo_4;10319-Cruz Alta-RS.pdf;31518;0.012676324818909642;0.025575041301308932;0.01248570339306138;0.9505972804676578
ciclo_4;10430-Juazeiro do Norte-CE.pdf;21772;0.021766140536560664;0.03147577193870508;0.006764529934195389;0.9418802632184438
ciclo_4;10062-Arapiraca-AL.pdf;33048;0.015550638091485039;0.029312801236775893;0.0058504349934826744;0.9510746006244506
ciclo_4;10305-Gurupi-TO.pdf;5837;0.009807295251204409;0.03286304198210599;0.007054370268410187;0.9545767377838956
ciclo_4;10410-Sobral-CE.pdf;10215;0.012634671890303624;0.03134182174338884;0.00930460333006856;0.9472086190009796
ciclo_4;10337-Santa Maria-RS.pdf;66714;0.014288930581613507;0.027977485928705435;0.0070093808630393994;0.9520600375234521
ciclo_4;10314-Goiás-GO.pdf;14173;0.017034209782301392;0.023748939779474135;0.006219960418433699;0.9547639242295729
ciclo_4;10343-Dionísio Cerqueira-SC.pdf;25100;0.01591861160981448;0.021504089367644127;0.008378216636744467;0.9555954518252543
ciclo_4;10395-Três Lagoas-MS.pdf;55774;0.014402183672736418;0.02821175879036024;0.009391947706784469;0.9495743993104193
ciclo_4;9958-Itapeva-SP.pdf;23237;0.008711026779938761;0.0255724697054638;0.007848548880934926;0.9599379015912716
ciclo_4;10091-Piancó-PB.pdf;111675;0.019869271669251946;0.024307579194648928;0.005962574756341398;0.9511696509428041
ciclo_4;10400-Piracicaba-SP.pdf;21587;0.012667037861915366;0.027375649591685227;0.0044543429844098;0.9571269487750557
ciclo_4;10642-Barreiras-BA.pdf;38040;0.018589220358619235;0.023460333342110114;0.007846441454488005;0.9517101556123121
ciclo_4;10435-Sorocaba-SP.pdf;32593;0.012630220337420485;0.02470729233889555;0.006576319105128915;0.9576841523001753
ciclo_4;10325-Cachoeira do Sul-RS.pdf;3135;0.014691791759821144;0.028744809964867453;0.0031938677738741618;0.9546470776109869
ciclo_4;10088-Araçatuba-SP.pdf;24093;0.007560651379195745;0.02480059820538385;0.007311399135925557;0.9611997341309404
ciclo_4;10643-Feira de Santana-BA.pdf;24557;0.013971158952571594;0.030556803791004533;0.007598349605784547;0.9510600923240329
ciclo_4;10437-Tabatinga-AM.pdf;14181;0.014042763390021874;0.019899795356714423;0.003387199209653518;0.9633759085456215
ciclo_4;10317-Santo Ângelo-RS.pdf;42797;0.01265822784810126;0.027469056365380565;0.00931233767753106;0.9519174524439037
ciclo_4;10292-Lagarto-SE.pdf;11894;0.012460010102710898;0.027445697928944267;0.006482572823707695;0.954958747263849
ciclo_4;10368-Itaituba-PA.pdf;25113;0.017281979644781485;0.028457393733785672;0.006066653362602274;0.9505088804629814
ciclo_4;10308-Canguaretama-RN.pdf;58945;0.013189652241900943;0.02724615018526702;0.007172723255260564;0.9542781384913486
ciclo_4;10391-Catalão-GO.pdf;46603;0.01952445389522521;0.022832227162403077;0.008119079837618403;0.9505122752754687
ciclo_4;10247-Barbacena-MG.pdf;24027;0.022737702866202192;0.022821143977637782;0.008552713922149442;0.9483082314656431
ciclo_4;10322-Alegrete-RS.pdf;31960;0.015376906454542606;0.024458989696533148;0.012370423726159534;0.9487018884469639
ciclo_4;10315-Teófilo Otoni-MG.pdf;33519;0.015004333921152526;0.023522730669217208;0.00818961652270078;0.9551364437935261
ciclo_4;10318-Curvelo-MG.pdf;48124;0.014704657169041072;0.02736815796050987;0.008268766141797883;0.951991168874448
ciclo_4;10406-Caracol-PI.pdf;28908;0.016872228381374723;0.028478381374722837;0.0056125277161862535;0.9505612527716187
ciclo_4;10313-Barbalha-CE.pdf;11475;0.014825150431673498;0.032092090346210855;0.006453300776140229;0.9473271125839364
ciclo_4;10245-Nova Xavantina-MT.pdf;56714;0.012832750026513946;0.029236044826245273;0.010464170820518256;0.9499416693180612
ciclo_4;10638-Alagoinhas-BA.pdf;96600;0.015719292424462374;0.025932684929802368;0.009622363700462454;0.9503639493166878
ciclo_4;9947-Cachoeiro de Itapemirim-ES.pdf;24968;0.010222899294419496;0.025016035920461845;0.005251763951250802;0.9604714560615779
ciclo_4;10046-Araras-SP.pdf;34088;0.012193330395181435;0.02573821066549141;0.006434552666372852;0.9571911267812547
ciclo_4;10588-Garanhuns-PE.pdf;99949;0.014417340912964578;0.027040033687249977;0.00892311085711994;0.9517049157317453
ciclo_4;10193-Goianinha-RN.pdf;34417;0.01338843937365388;0.027882880260783515;0.005995692415158043;0.9544502008265906
ciclo_4;10310-Passos-MG.pdf;22333;0.010042591347231558;0.02434431741761937;0.007666442501681236;0.9592019726518717
ciclo_4;10424-Breves-PA.pdf;42519;0.017754827756949844;0.02702129164603522;0.00787531536629648;0.9498950743910777
ciclo_4;9802-Campo Verde-MT.pdf;25871;0.01945359426467739;0.031273009106762256;0.006936640186010463;0.9448944003100174
ciclo_4;10641-Jequié-BA.pdf;50387;0.01578591594099169;0.027297308044057417;0.009781701061672435;0.9489045290071176
ciclo_4;10090-Salinas-MG.pdf;15614;0.013479684190256112;0.026381667629501247;0.0069324090121317145;0.9554528531998203
ciclo_4;10281-Araguaína-TO.pdf;4153;0.011838608359507128;0.03334138680840782;0.007731336071514859;0.9504711282918579
ciclo_4;10362-Ceres-GO.pdf;24656;0.016249593760156;0.025755606109847257;0.008206044848878779;0.9514137146571335
ciclo_4;10365-Caruaru-PE.pdf;79216;0.013071564921684386;0.024777821321568083;0.006674841662136707;0.9569042893442727
ciclo_4;10345-Alexandria-RN.pdf;33907;0.015157334909144633;0.030285123356478063;0.009779878859506576;0.946609543507165
ciclo_4;10405-Bom Jesus-PI.pdf;28389;0.015994068424954985;0.03664866009956573;0.009532888465204958;0.9401546446351022
ciclo_4;10238-Umuarama-PR.pdf;23834;0.01617918977979493;0.02391158177845016;0.008867036476718777;0.9526390990082368
ciclo_4;10434-Pinheiro-MA.pdf;67563;0.02293258176963583;0.026344285396425127;0.009671438107246163;0.9432470518430616
ciclo_4;9824-Cornélio Procópio-PR.pdf;50329;0.016267771096332283;0.02723905857990522;0.010473497670343676;0.94815021305404
ciclo_4;10639-Paulo Afonso-BA.pdf;57365;0.01239395314736585;0.02684774639527983;0.007628390880843489;0.9545089550675558
ciclo_4;10388-Sertãozinho-SP.pdf;12101;0.008440215142738934;0.027306578402978905;0.008605709557302443;0.9569714522134879
ciclo_4;10442-Viçosa-MG.pdf;11033;0.01733212341197822;0.03003629764065335;0.007894736842105263;0.9459165154264972
ciclo_4;10286-Cascavel-PR.pdf;49388;0.011384621628751748;0.025549444974328792;0.008482659252795422;0.9568358463380482
ciclo_4;10438-Icó-CE.pdf;15786;0.01554765833227567;0.021766721665185937;0.006599822312476202;0.9578626729280365
ciclo_4;10287-Londrina-PR.pdf;21393;0.010018726591760303;0.02743445692883895;0.006601123595505618;0.9574906367041199
ciclo_4;10312-Juiz de Fora-MG.pdf;39386;0.016970282922857724;0.026943822511703644;0.009846326073682066;0.9483258701404437
ciclo_4;10324-Santa Rosa-RS.pdf;19809;0.01370140047525153;0.02876788513069416;0.007735477021082965;0.9513119975731836
ciclo_4;10361-Rio Verde-GO.pdf;22092;0.014372506347479146;0.020266594124047885;0.007934348929996372;0.9590587595212188
ciclo_4;10371-Aquidauana-MS.pdf;75975;0.015993776535428914;0.026304686057857123;0.008240816434165767;0.9512143667097387
ciclo_4;10444-Itaperuna-RJ.pdf;90415;0.013727923416136678;0.02648082079464622;0.007711569570323752;0.9538635406740976
ciclo_5;12322-Parnamirim-RN.pdf;21526;0.015484770983492211;0.02236689142059986;0.005719600093001626;0.9574052545919554
ciclo_5;12344-Itajubá-MG.pdf;10802;0.011783262200779366;0.023473742809426608;0.005288550751530897;0.9616812024494339
ciclo_5;12190-Tamandaré-PE.pdf;63235;0.01453221465885705;0.02572423618806395;0.006664555960107644;0.9541079626404939
ciclo_5;12370-Itatira-CE.pdf;2899;0.011061182163843764;0.03664016591773246;0.007950224680262704;0.9464223988938818
ciclo_5;12553-Olho d'Água das Cunhãs-MA.pdf;66890;0.026241336466925138;0.026405999730551022;0.0076792958400071845;0.9409757046839212
